KO,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
K00029,0.000419707,0.000847063,0.000968276,0.000861886,0.000894021,0.00066506,0.000488657,0.000675714,0.000989004,0.000900811,0.000413861,0.000904966,0.000787737,0.000946428,0.000514705,0.001313974,0.000903312,0.000556168,0.001256796,0.000322307,0.000553752,0.000785687,0.000918031,0.000670126,0.000916283,0.000786075,0.000480038,0.000774242,0,0.000767081,0.000508856,0.0009988,0.000630596,0.00029458,0.000645448,0.000753988,0.00075987,0.00058801,0.000850898,0.001060922,0.000890651,0.00077997,0.000904159,0.000231695,0.000869439,0.000377233,0.00039177,0.000739783,0.000181201,0.000973913,0.00056754,0.000580466,0.000768812,0.00052928,0.000508784,0.000755874,0.000469969,0.000503732,0.000223895,0.000717301,0.000653072,0.000527698,0.000504962,0.001148624,0.000230929,0.001016356,0.000677071,0.000471562,0.000279943,0.000677897,0.000578139,0.000370655,0.000291885,0.000621646,0.000443909,0.000551621,0.000444725,0.000759945,0.000269271,0.000229749,0.000455117,0.000210397,0.000944835,0.000901535,0.000957334,0.000621837,0.000617,0.000266407,0.000760647,0.00055209,0.000286618,0.000604911,0.000756474,0.000298183,0.000629554,0.00115881,0,0.000651812,0.000371207,0.000733481,0.000596451,0.000957687,0.000594207,0.00124251,0.000715838,0.000914758,0.000661828,0,0.000479432,0.000774003,0.000825558,0.000606792,0.000628534,0.001149133,0.000575927,0.000240068,0.000830765,0.001019006,0.000701696,0.000427712,0.000892805,0.000743734,0,0.000287472,0.000369003,0.000395393,0.000607245,0.000714749,0.000403527,0,0,0.000760196,0.000964751,0.000678944,0.000712176,0.0005723,0.000697,0.000594469,0.000448664,0.000526039,0.000609175,0.000684298,0.000838437,0.000424845,0.000382922,0.00063064,0.000430416,0.000423528,0.000353186,0.000601497,0,0.000939251,0.000518392,0.000434983,0,0.000366498,0.000514723,0.000673657,0.000614157,0.000352818,0.00054915,0.000146041,0.000182469,0.000741319,0.000557804
K00030,0,0,0.000135479,0,0,0,0,0,0,0,0,0.00019473,0,0,0,0,0,0,0,0,0,0.000131244,0,0,0,0,7.14E-05,0,0.000146121,0,0,0,0,0,0,0,0,6.08E-05,0,0.000121313,0,0,0,0.000125197,0,0,0,0.000311317,0.000183883,0,0,0,0.000120477,0,0,0,0,0,0.00023239,0,0,0,0.000130962,0.000113812,0,0,0.000130658,0,0,6.83E-05,0,0,0,0,9.31E-05,7.77E-05,0,0,0,0,0,0,0.000184969,9.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103962,0,0,0,0,0,0.000229952,0.000295156,0.000131247,0,0.00016186,0,0,0.00023168,0.00013266,0,0,0,8.63E-05,0,0,0,0,0,0,0,0,0,0.00010389,0,0,0,0,0,0,0.000146914,0,0,0,0,0,0,0,0,0,6.84E-05,0.000139267,0,0,0,0,0,0,0.000153373,0,0.000141403,0,0,0,0,0,0.000355238,0.000218471,0,0
K00031,0.001011526,0.000642349,0.000708747,0.000594662,0.000673339,0.000672393,0.001157964,0.000394411,0.000612111,0.000672176,0.000652748,0.000240177,0.00075689,0.000636726,0.000718586,0.00069829,0.000297684,0.000369105,0.000399912,0.000295104,0.000661071,0.000354688,0.000427457,0.000542677,0.000163624,0.000766575,0.00055813,0.000564503,0.00091268,0.001291305,0.001082398,0.000142478,0.000932455,0.000186166,0.000454912,0.000487644,0.000402127,0.00089278,0.000282526,0.001093973,0.000865651,0.000394188,0.00059362,0.00101011,0.001157618,0,0.000633581,0.000503464,0.000615643,0.000618367,0.000601986,0.000793258,0.000292694,0.001059132,0.000432134,0.000612018,0.000794272,0.001188502,0.000424002,0.00020791,0.000891985,0.001690357,0.000472157,0.000252065,0.000304333,0.000595854,0.000251252,0.000497285,0.000377838,0.00041165,0.000552909,0.000877949,0.00112737,0.000838628,0.000911253,0.000930789,0.000682974,0.00051398,0.000198415,0.000554833,0.000683198,0.000798856,0.00044526,0.000624711,0.00043749,0.001244892,0.000231624,0.000764514,0.000999611,0.000858071,0.000316464,0.000634819,0.000751116,0.000770311,0.000294522,0.000444631,0.000387361,0.000857958,0.000572949,0.001292022,0.000716442,0.000425208,0.000765738,0.000708823,0.000497498,0.001074915,0.000368554,0.000245121,0.00061056,0.000486676,0,0.000252751,0.001015853,0,0.000735987,0.001395685,0.000530562,0.000746556,0.00093508,0.001060592,0.001066789,0.000930558,0.001291501,0.000241468,0.000859533,0.000262614,0.000607095,0.000193105,0.000754648,0.004332925,0.001198212,0.000370695,0.000442845,0.000350839,0.000892772,0.001193653,0.000777961,0.000307547,0.000787855,0.000731104,0.000899432,0.000638408,0.000854269,0.000938009,0.001073503,0.000988892,0.000672447,0.0006752,0,0.000474938,0.001973992,0.001001126,0.000720606,0.00103803,0,0.000514397,0.000905193,0.001132855,0.000689112,0.000775281,0.000838695,0.001008874,0.000541288,0.000815718,0.00055742
K00033,0.000273991,0.000341478,0,0.000236922,0.00041946,0.000241928,0.000135445,0.000202681,0.000422265,0.000161205,0.000311892,0.000511865,0.000802313,0.000323445,9.73E-05,0.00062768,0.00016532,0.000193121,0.000192165,0.000325726,0,0.000324238,0.000524177,0.000186999,0.000445157,0.000287562,0.000127068,9.55E-05,0.000373644,9.43E-05,0.000389888,0.000350731,0.000162513,0.000328377,0.000270692,0.000372247,8.76E-05,0.000252007,0.000399487,0.000381753,0.000160416,0.000353289,0.000308087,0.000342305,0.000165082,0.000454327,0.000620611,0.00018746,0.000459396,0,0.000286464,0,0.000664906,0.00011391,9.52E-05,0,0.000152122,0.00030375,0.000288784,0.000413409,0.000136472,0,0.00034466,0.000454803,0.000285664,0.000175253,0.00013289,0.000703858,0,0.000312425,0.000433117,0.000452601,0.000161265,6.68E-05,0.000164159,0.000210887,0,0.000203487,0.000255774,0.000285034,0,0.000513852,0.000282377,0.000515057,0.000325792,0.000329867,0.000735227,0.000199578,0.00023269,0,0.000122906,0.000286513,0.000187893,0.000166293,0.000140837,0.000342115,0.000421479,0.000112607,0.000363772,0.000430325,0.000178001,0.000371576,0.00016325,0.000209606,0.000205944,0.000526997,0.000374622,0.000369676,0.000333049,0.000102681,0.000269671,0.000271527,0.000103799,0,8.29E-05,0,0,0.000189441,9.72E-05,0.00069489,0.000632544,0.000440949,0.000427402,0.000159765,0.000266531,0.000189942,0.000217488,0.000546495,0.000355299,0,0,0,0.000176802,0.000336639,0.00015917,0.000365133,0.000641894,0.000632916,0.000399429,0,8.80E-05,0,0.000438718,0,7.93E-05,0.000168429,0.000142335,0.000202967,0,0.000537888,0,0.000433311,0.000616994,0.000342564,0,0,0.000278646,0.00033512,0.000114549,0.000517171,0.000237251,0.00015461,0.00039015,0.000192362,0.000609707
K00036,0.000130609,0.000120102,0.000119062,0.000272645,0.000298901,9.05E-05,9.66E-05,0.000221895,9.89E-05,0.000363044,0.000199688,0.00016945,0.000499287,0.00018635,0.000105724,0.000238179,0.000300151,0,0,0,0,0.000152979,0.000218863,0.000154529,0.00018859,0.00013668,0.000212244,0.000109719,0.000141956,0.000165095,0.00024645,0.000428711,0.000180444,0,0.000158574,0.000105916,7.35E-05,0.000188105,0.00024677,0,0,0.000408496,0.0002094,0.000169917,9.98E-05,0.000100259,0.00024842,8.03E-05,0,0,0.000113277,8.11E-05,0.000290779,9.56E-05,8.49E-05,0,0.000159659,0.000107474,0,0.000267735,7.36E-05,0,0.000119211,0.000121808,0,0.000291711,0.000112026,0.000132349,0,0.000220031,0.000179523,0.000247754,0.00048564,7.53E-05,0.000143228,8.17E-05,0.000623767,0.000307369,0.000240799,0.000207152,0,0,0,0.000247046,0.000122028,9.20E-05,0.000349324,0,0.000367508,0,0,0.000236729,0.000138963,0.000305033,0.000112533,0.000366486,0,0,0.000333516,0.000195174,0.000144756,0.000199882,0.000146759,0.00014311,0.000273727,9.27E-05,0.000145062,0.000198283,0.000397872,0.000187249,0.000200754,0.000163947,0.000407591,0,0.000286222,9.34E-05,0,0,6.95E-05,0.000326719,0.000194165,0.000237409,0,0.000151238,0.000143691,7.99E-05,0.00014848,0.000131376,0.000113646,0,0,0,0.000474277,0.000137297,0.000149678,0.000147719,0.000300544,0.000128115,0,8.65E-05,7.92E-05,0.000234231,0.000108151,0,6.28E-05,6.77E-05,0.000226776,8.39E-05,0,0.000266309,0,0.00039649,0.000317542,0.000113879,0,0.000161107,0.000127265,0.000109834,0.000160622,0.000219972,0.000273716,0,0,9.02E-05,0
K00040,0.00040165,0.000478136,0.000314177,0.000301365,0.000569055,0.000177095,0.000730726,0,8.65E-05,0.000231497,0.000455303,0.000231184,0.00026044,0.000211937,0.00056951,0,0.000202402,0.00062489,0.00062476,0,0.00070829,0.00080045,0.000546751,0.000629749,0.000171378,0.000437968,0.00039232,0.000178466,0.000686286,0.000375215,0.000488432,0,0.000554392,0.000574047,0,0.000368174,0.000503088,0.000430757,0.000462977,0.000480407,0.000420556,0.000393354,0.000661314,0.000432214,0.000436096,0.000504612,0.000689627,0.000563381,0.000663809,0.00045128,0.000381359,0.000515536,0,0.000982374,0.000691706,0.000520388,0.000237888,0.000579859,0.000614545,0.000385478,0.000472526,0.000182304,0.000641751,0.000123813,0,0.000644811,0.000482798,0.000112719,0.000566816,0.000353706,0.00032848,0.000759979,0.000739804,0.000675253,0.000494797,0.000610765,0,0.000140121,0,0.000287831,0.000709234,0,0.000202309,0.000287954,0.000169125,0.000421484,0.000154793,0.000712837,0.000550536,0.00052594,0.000276774,0.000464746,0.000830685,0.001160038,0.000507701,0,0,0.000615386,0.000216387,0,0.000164735,0.000165128,0.000611487,0.000164011,0.000348981,0.00044717,0.000447035,0.000285653,0.000392452,0.000351845,0.000221264,0,0.000376555,0.00024582,0.000297926,0.000439727,0.000312845,0.000715423,0.000635345,0.000521076,0,0.000533381,0.000471703,0.000378255,0.001054326,0.000450906,0.00030002,0.000160547,0.000702852,0,0.000276581,9.76E-05,0,0.000540588,0.000657376,0.000354574,0.000580899,0.000286276,0.000732616,0.00083845,0.00042362,0.000185487,0.000649082,0.000716043,0.000569193,0.000559464,0.000643473,0.000687743,0,0.000109409,0,0.000344605,0.000657358,0.000672537,0,0.000735952,0.0006701,0.000430461,0.000533303,0.000672793,0.000370556,0.00065238,0.000584521,0.000851736,0
K00041,0.001797402,0.001107231,0.00055656,0.001293232,0.00191415,0.001676736,0.002029341,0.001506643,0.001558458,0.000433407,0.001249306,0.000615449,0.001500864,0.001769815,0.001239124,0.001173283,0.001691942,0.001901412,0.00127462,0.000940234,0.001481012,0.00150991,0.001632774,0.000568611,0.000825224,0.00154586,0.001787496,0.001463619,0.001637902,0.001900849,0.001394172,0.001089536,0.001566687,0.001186215,0.001249027,0.001296764,0.001703367,0.00182452,0.001683374,0.001640571,0.000810528,0.001936738,0.001464793,0.001384233,0.001649746,0.000997062,0.001819597,0.001477943,0.001134961,0.001446616,0.001942754,0.00203111,0.001097257,0.001785165,0.001783822,0.000809097,0.001678129,0.002096534,0.000982076,0.001606457,0.001225608,0.001552141,0.002224461,0.001396637,0.003581499,0.001330372,0.001447592,0.001165355,0.001220942,0.001503792,0.001810992,0.001645063,0.001451865,0.001962277,0.001405687,0.001886806,0.00146635,0.000986195,0.00084581,0.001533487,0.00178955,0.001829128,0.001484171,0.001774855,0.00163875,0.001140203,0.001291934,0.001687062,0.001564796,0.001119544,0.001654446,0.001424534,0.002042325,0.001572742,0.00135058,0.001211203,0,0.001367402,0.001159124,0.000757826,0.001175021,0.001666035,0.001501391,0.001443969,0.001588831,0.001161211,0.001277187,0.000766791,0.001169474,0.001153624,0.001301059,0.001394525,0.001837545,0.002093627,0.001082834,0.000913543,0.002013391,0.001678322,0.001907919,0.00139139,0.001381527,0.001226531,0.000670491,0.001749873,0.001447233,0.001665563,0.001464012,0.001962971,0.001894953,0,0.001413156,0.001398678,0.000394968,0.000932086,0.001623456,0.001364349,0.001606008,0.001599477,0.001751724,0.002193343,0.001659515,0.001121071,0.001523214,0.001485132,0.001514337,0.001322596,0.001531212,0.00159414,0.00033592,0.001118145,0,0.001013916,0.001794103,0.001428884,0,0.000540169,0.001042938,0.002343872,0.00154289,0.001391625,0.001152268,0.000894083,0.00164917,0.001401515,0.000776423
K00042,0,0.000244132,0,0,0.00026386,0.000191948,0,0,0.000126095,0,0,0.000247441,0.00030885,0,0.00012394,0.000319761,0,0.000224747,0.000211216,0.000344053,0.000127052,0.00038967,0.000143564,0,0.000184978,0.000281725,0.000165066,0.000142516,0.000173428,9.32E-05,0.000102416,0.00034381,7.33E-05,0.000308455,0,0.000290048,0.000105505,7.47E-05,0,0.000221467,0,0,0.000131925,0.000223666,0.000188824,0.000249021,0,0.000108406,0,0.000112206,0,8.53E-05,0,0.000135424,9.54E-05,0,0.000100024,0.000254019,0.000230687,0.000324712,0.000149987,0,0.000329614,0.000141101,0,0,0.000118164,0.000173796,0,0,0.000186979,0,0.000212354,9.79E-05,7.90E-05,0.000178315,0,0,0.000261808,0.000121173,0.000104388,0,0,9.31E-05,0.000155945,0.000128317,0,0.000167556,9.95E-05,0,0,0,0,0,0.000293152,0,0.000578058,0,0.000123077,0,7.17E-05,0.000124473,0,0.000204769,0.000362928,0.000225011,0.000124895,0,0,0.000200327,0,0.000192097,0,0,0,0,0,0,0,0.000282543,0.000301033,0.000411323,0,0.000141314,0.000135235,8.69E-05,0.000148448,0.000371684,0.000110799,0,0,0.000130768,0,0,8.05E-05,0.000126106,0.000127355,0,0.000308235,9.74E-05,0,0.000100883,0.000287717,7.23E-05,8.22E-05,0.000135786,0.000130926,0,0,0.000115532,0,0.000190176,0.000132585,0.000162104,0,0,0.000216477,8.82E-05,0,0,0,0.000172182,0,0,0.000604897
K00046,0.002777632,0.002889281,0.001541852,0.001633181,0.002266419,0.002485374,0.003183818,0.003098779,0.002534652,0.003278063,0.002786309,0.002488409,0.002778851,0.003084438,0.002768003,0.003002363,0.002796521,0.003958082,0.002963353,0.004175166,0.003485938,0.002750647,0.002455184,0.002279527,0.003095999,0.002390597,0.002513364,0.002963625,0.002898425,0.003843088,0.002722158,0.002931209,0.002655189,0.003213618,0.0020421,0.002214136,0.002755712,0.002451266,0.00241241,0.0021878,0.001227034,0.003951305,0.002935033,0.002346148,0.002512496,0.002949297,0.002474368,0.002560263,0.00229486,0.001891845,0.002580902,0.001826785,0.002027969,0.002551239,0.002533594,0.001980603,0.002715251,0.002628596,0.00233089,0.001772393,0.002467656,0.002616044,0.002860484,0.002287593,0.002766127,0.002352166,0.001775991,0.003238384,0.002344316,0.002359784,0.002413381,0.002058513,0.002457049,0.002869691,0.002061213,0.002748271,0.003303597,0.002661984,0.002653025,0.002284586,0.002464799,0.002996988,0.002145508,0.00200038,0.002873876,0.001962812,0.003105334,0.002859266,0.002801575,0.002678657,0.002235805,0.002487987,0.003424348,0.001804974,0.002609899,0.002412083,0.001707761,0.002389164,0.00252619,0.001636287,0.001770592,0.002839578,0.002936183,0.002827802,0.002801395,0.002418075,0.002688594,0.002815839,0.002693595,0.002081237,0.002795109,0.005180496,0.002702804,0.002870605,0.001849495,0.001299037,0.002771773,0.003640848,0.001906168,0.002152801,0.001540633,0.001956866,0.003451627,0.003269589,0.001625265,0.002556957,0.002348286,0.003087437,0.002472938,0.002723734,0.001628177,0.002084532,0.001250521,0.002398103,0.001427561,0.002666246,0.00209963,0.002450009,0.002951654,0.002514511,0.002854394,0.002254617,0.001962422,0.002099098,0.002058461,0.00213352,0.0021282,0.001951681,0.002254882,0.002450129,0,0.003091485,0.003029537,0.002580015,0.003422502,0.000432511,0.001417129,0.002819939,0.002155381,0.003260431,0.002369509,0.002130565,0.002151593,0.002357655,0.002523199
K00048,0.00263491,0.002290926,0.001697722,0.001251275,0.002057794,0.002125907,0.001778309,0.00144732,0.002087433,0.001767992,0.002298081,0.001000179,0.00193886,0.002109141,0.001837978,0.000943751,0.001666542,0.001350174,0.002822805,0.002104831,0.001685005,0.001439616,0.001450679,0.001291945,0.001411739,0.002278936,0.002722698,0.001707021,0.003269154,0.002582371,0.002844976,0.002742408,0.002226851,0.00263178,0.001262739,0.001909143,0.001813533,0.002491178,0.001995298,0.001755221,0.002094349,0.00247118,0.001891985,0.006354806,0.002715469,0.002607369,0.001868937,0.002334344,0.003180701,0.002790806,0.002183802,0.002201491,0.000972903,0.002391683,0.002356164,0.001057164,0.002270756,0.001985562,0.002513887,0.001916421,0.00230311,0.003145409,0.001580569,0.002257041,0.001593878,0.001915325,0.002381449,0.00211653,0.001912325,0.002034119,0.002621786,0.002700596,0.002270104,0.00255157,0.001914821,0.001899331,0.001394459,0.002067257,0.000953008,0.002174758,0.002663026,0.001718988,0.000939873,0.002486914,0.002304155,0.002361201,0.002556475,0.002404218,0.001929767,0.0022332,0.001573688,0.002496859,0.002250379,0.001416913,0.003091779,0.000673489,0.001601668,0.002324621,0.001686713,0.0007284,0.002453055,0.002524236,0.002168646,0.001632234,0.002122175,0.001530394,0.001633267,0.003211292,0.002662587,0.001624273,0.002037839,0.001773298,0.00225299,0.000968257,0.001640272,0.001891534,0.002377992,0.002398294,0.002651075,0.002282271,0.000853874,0.002052804,0.002798946,0.002729979,0.002188721,0.002241161,0.00121384,0.002493839,0.003110708,0.00367559,0.001245771,0.001050982,0.001014835,0.001878611,0.002307085,0.002078859,0.002007346,0.002826588,0.00185731,0.002467448,0.002647704,0.002334116,0.001742861,0.002821348,0.002181512,0.001443362,0.001695044,0.002189039,0.000997141,0.00297872,0,0.002431663,0.002540999,0.00190847,0.001265259,0.00069763,0.00178391,0.002307507,0.001973405,0.003408198,0.001925539,0.002410652,0.001495791,0.001630658,0
K00052,0.000505893,0.000519097,0.000495133,0.001292142,0.001031542,0.000985746,0.000584133,0.000787741,0.000628787,0.001092922,0.000840778,0.000293019,0.001009175,0.000787147,0.000762009,0.000896117,0.000572272,0.000781666,0.000173936,0.00010166,0.000623227,0.000936916,0.000592879,0.000288187,0.000600365,0.000572847,0.000842919,0.000822734,0.001017408,0.001068067,0.000927082,0.000888673,0.000893596,0.000869125,0.001147847,0.000955625,0.000635953,0.000800069,0.000638303,0.000428881,0.000518905,0.000450674,0.000563049,0.00066189,0.000698399,0.000547919,0.000344642,0.000748252,0.000848689,0.000787977,0.000838175,0.000982915,0.000555035,0.000783383,0.001000661,0.000460874,0.000776075,0.000419137,0.000881551,0.000490427,0.00060336,0.000599428,0.000557902,0.000313341,0.00060103,0.001156138,0.000956102,0.000943864,0.000959483,0.000736988,0.000941814,0.000378615,0.000950343,0.001066764,0.000972516,0.001044498,0.00048239,0.000794225,0.001031627,0.000652524,0.001134019,0.000761665,0.00049746,0.000957786,0.000348576,0.000369262,0.000922117,0.000909489,0.000751168,0.000693655,0.000434964,0.000879313,0.001200154,0.000645912,0.000999948,0.00071914,0.000296239,0.000619198,0.000738062,0.001341207,0.000882156,0.000953289,0.000887552,0.001489094,0.001250324,0.000734341,0.000474799,0.000655567,0.000709993,0.001000684,0.000313981,0.001019988,0.000904772,0.000744083,0.001226607,0.000730044,0.000793579,0.000515216,0.00063875,0.000706538,0.001222222,0.000543933,0.000466474,0.00081048,0.000611442,0.000519856,0.001093033,0.000716175,0.001401283,0,0.001270264,0.00079839,0.000673898,0.000113958,0.001159744,0.001021617,0.000987488,0.000699537,0.000881601,0.000299513,0.000985351,0.001378728,0.000984158,0.000987706,0.000723753,0.000797796,0.000972917,0.000491129,0.000265972,0.000911452,0,0.001088939,0.000717182,0.001128292,0,0.000708914,0.000494454,0.001170428,0.000828168,0.000786059,0.00107828,0.00058069,0.000878212,0.000558567,0.001246936
K00053,0.004631336,0.003804722,0.003720484,0.005621065,0.004603766,0.00459453,0.005178783,0.00504224,0.004199023,0.004451621,0.008218258,0.003976084,0.004278809,0.005127268,0.005885765,0.003598874,0.004331633,0.006352144,0.003018226,0.005535294,0.004939361,0.005161444,0.004058708,0.004629098,0.003429305,0.005080493,0.004273119,0.005061053,0.00853761,0.005899234,0.006501934,0.005104406,0.005606379,0.006928604,0.004951882,0.004437143,0.005044898,0.005152843,0.005401448,0.004496246,0.005573304,0.005646293,0.004328688,0.005491006,0.005190987,0.007658877,0.005629688,0.004150033,0.008189448,0.004802128,0.005115854,0.004976729,0.004297312,0.0056356,0.004979726,0.003873758,0.004308683,0.005050422,0.006086757,0.003038738,0.004609013,0.006508234,0.005374426,0.004947971,0.003569311,0.004739891,0.004765448,0.00558633,0.007015972,0.004143649,0.0042665,0.004708797,0.005737452,0.005769647,0.005613758,0.004848047,0.005532496,0.00502145,0.004034104,0.00530586,0.005090229,0.007580366,0.003971618,0.004172486,0.005287277,0.005071934,0.006094406,0.004277201,0.006299459,0.006603489,0.005420037,0.00542343,0.004143839,0.004913674,0.006147882,0.003516903,0.00344478,0.005631431,0.007491396,0.003939468,0.00417814,0.004411425,0.005424962,0.005013612,0.006323973,0.004939559,0.003895142,0.007407017,0.00665396,0.005195714,0.002926701,0.005933561,0.006045184,0.005010119,0.00649409,0.006223055,0.006300389,0.005296819,0.004797416,0.00542072,0.003906621,0.003737726,0.005412758,0.007373398,0.00599173,0.006364428,0.005941557,0.004378443,0.005116366,0,0.009192961,0.003803891,0.003642713,0.004307406,0.004158003,0.005410344,0.004434032,0.005065768,0.005179755,0.005036333,0.005009344,0.005900325,0.004717649,0.007031205,0.005574571,0.004320957,0.005972826,0.004875982,0.005107532,0.006042398,0,0.004949098,0.007027684,0.005319597,0.002538313,0.004417837,0.004581348,0.005236703,0.007092667,0.005514987,0.006383963,0.005438018,0.006707052,0.004602673,0.003853421
K00057,0.00062486,0.000251801,0.000187193,0.000363942,0.000498348,0.000176599,0.000631036,0.000236436,0.000440968,0.000221111,0.000288399,0.000337049,0.000389614,0.000460559,0.000426567,0.001019682,0.00036135,0,0.000184299,0.000296308,0.00054611,0.00063744,0.000477257,0.000499433,0.0002886,0.0004974,0.000491182,0.00010725,0.000296261,0.000297384,0.000460944,0.000143892,0.000704889,0,0.000648003,0.000446695,0.000211804,0.000415305,0.00014598,0.000609687,0.000571995,0.000252875,0.000386011,0.000507548,0.000453791,0.000151964,0.000352207,0.000372189,0.000607,0.000879553,0.000469183,0.000537307,0.000598374,0.000425005,0.000499515,0.000471892,0.000395616,0.000697476,0.000178447,0.000322167,0.000611443,0.000346261,0.00017703,0.000180473,0.000286618,0.000516909,0.000655053,0.000315503,0.000508838,0.000432129,0.000511042,0.000522587,0.000691116,0.000609183,0.000389851,0.000244135,0.000401645,0.00049106,0.000245774,0.000557409,0.000541253,0.000918424,0.000308352,0.000704406,0,0.000563678,0.000531575,0.000230501,0.000311805,0.000131231,0.000139882,0.000565892,0.000351968,0.000166745,0.000261889,0.000548383,0,0.000467188,0.00032886,0.000444425,0.000442765,0.000441132,0.000461566,0.000147699,0.000310207,0.000747373,0.000594951,0.000203324,0.000630778,0.000217035,0.000165993,0.000166769,0.000595718,0,0.000389083,0.0005031,0.000194018,0.000145939,0.000616063,0.000117303,0.000789076,0.000209598,0,0,0.000760506,8.83E-05,0.0005478,0.000239448,0.000591011,0,0.000575397,8.39E-05,0.000270092,0.000130637,0.000765734,0.00037843,0.000686297,0.000256963,0.000169085,0.000790946,0.000581341,0.000277211,0.000834824,0.000303804,0.000507173,0.00067441,0.000667551,0.000283967,0.000416908,0.00012875,0,0.000353161,0.000602105,0.000732603,0,0.000404183,0.00067312,0.00025621,0.000294331,0.000250907,0.000115139,0.000148568,0.000387124,0.000507517,0
